area,eccentricity,major_axis_length,minor_axis_length,label
337517,0.9773481231743832,1731.7074181877688,366.495107185687,AG
321195,0.9757367515370716,1378.0433228083648,301.71846049647075,AG
249563,0.9946339339120962,1759.0391037016213,181.9847951573671,AG
300366,0.9913449864836712,1713.4312263124048,224.94368484787373,AG
230404,0.9875012408176466,1374.0627869218006,216.5677240325203,AG
301118,0.9899527261898274,1652.7384035795114,233.69510581649237,AG
257866,0.993022248255466,1674.136395041777,197.4261462893589,AG
257220,0.9946705686612092,1798.7036434096851,185.45375872132712,AG
785135,0.6259009126822627,1139.7828320101871,888.9195809793655,J
720353,0.4991743136695146,1030.4717679127639,892.9054248113907,J
612151,0.6350303238874351,1011.2034487214706,781.1417296211827,J
622521,0.4615588464092231,955.2738241883001,847.4325740838988,J
624444,0.6447414207996136,1029.7966222668663,787.1773061677844,J
688069,0.572260283144503,1038.1400450279416,851.3496356373668,J
895173,0.7293200362033064,1297.3344954782438,887.6008458706584,J
794186,0.6314279573028422,1152.3030577533104,893.5355981507057,J
583727,0.5109919791383393,935.0524332669523,803.7574945821809,J
801812,0.34440183784772244,1048.2944705754983,984.1622611773688,J
695987,0.4498397309532052,1008.4784405041403,900.6814710767653,J
706115,0.4935423830813924,1018.7790917124921,886.0543308055991,J
633341,0.252653696731148,930.866968751581,900.666640642101,J
867358,0.4809594124847011,1133.2722885135984,993.5883880244277,J
675467,0.4431970925419178,987.7588099466113,885.4508959398883,J
701433,0.4746335753035722,1011.2712678172984,890.1042698952557,J
763633,0.39329587480810574,1037.7611954352874,954.1300562127518,J
713769,0.5310374347404865,1049.0738162548716,888.930977542711,J
669946,0.5837665201179122,1030.8109543806133,836.9376574414639,J
735021,0.3305394539266222,1005.0983565708883,948.6039639340147,J
709185,0.37401347527622497,994.6393398304448,922.4516682516818,J
618901,0.543035984671973,974.5517736300811,818.3403100000687,J
764079,0.5531524732182279,1088.8940822274062,907.1359179485041,J
708955,0.5937569359139812,1069.8987895777402,860.8881298356216,J
706176,0.6924645930060647,1127.2372613183134,813.2474197264769,J
511766,0.4174489987511665,850.7385008273508,773.0663769015918,M
585153,0.3634392934300327,896.8732058124417,835.543117350024,M
575145,0.5592450933503246,943.534947756842,782.1927056476866,M
593059,0.6132468712519563,984.6950146586144,777.8020308943619,M
491562,0.523881502832495,861.2105117212379,733.5714960999143,M
581423,0.6414282865446137,993.3919319992807,762.1134010982747,M
642478,0.4100489897000096,960.1394117773688,875.7081113481353,M
638195,0.506019129979922,980.3429361229843,845.5675997813107,M
600825,0.4610518573855445,933.9721667172728,828.7818643562955,M
688973,0.2882590997277316,961.8251819078304,920.9980578622517,M
693834,0.4031577715408744,987.4785622338541,903.6717391827516,M
635864,0.4690994032850511,960.8100567697926,848.5349559606572,M
696865,0.4065815167600302,987.4519456585933,902.1504240474852,M
620694,0.3961020004722063,936.5156864472316,859.9148052225847,M
672720,0.6282457124793602,1055.1029150584661,820.8858839669051,M
638424,0.3477633164159665,938.1408287671593,879.5842892321733,M
719985,0.473441239068489,1022.5176431865756,900.6595166314638,M
641906,0.37043248883929375,944.7841769816357,877.5716567647196,M
562852,0.5526186451593158,931.42206470828,776.2790409646526,M
755904,0.4940807266167204,1057.865442851219,919.7251750366696,M
492547,0.6099542778742847,894.2544469686328,708.6399613242658,M
478457,0.5629367499921114,861.6428838992481,712.1478255635925,M
633767,0.3351995080382233,930.3598679217323,876.5359165807972,M
606853,0.3938541167875291,918.7229371242045,844.4652836824744,M
456991,0.4823244613421844,823.0273727141297,720.9659250828065,M
